,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Offset in data table (for modders),0x00 (0),0x04 (4),0x08 (8),0xC (12),0x10 (16),0x14 (20),0x18 (24),0x1C (28),0x20 (32),0x24 (36),0x25 (37),0x26 (38),0x27 (39),0x29 (41),0x2C (44),0x2D (45),0x2E (46),0x2F (47),0x30 (48),0x31 (49),0x32 (50),0x33 (51),0x35 (53),0x37 (55),0x38 (56),0x3C (60),0x40 (64),0x44 (68),0x48 (72),0x4C (76),0x50 (80),0x54 (84),0x5C (92),0x60 (96),0x64 (100),0x65 (101),0x66 (102),0x67 (103),0x68 (104),0x6C (108),0x70 (112),0x74 (116),0x78 (120),0x7C (124),0x80 (128),0x84 (132),0x88 (136),0x8C (140),0x90 (144),0x94 (148),0x98 (152),0x9C (156),0xA0 (160),0xA4 (164),0xA8 (168),0xBC (188),0xC0 (192),0xC4 (196),0xC8 (200),0xCC (204),0xD0 (208),0xD4 (212),0xD8 (216),0xDC (220),0xE0 (224),0xE8 (232),0xEC (236),0xF0 (240),0xF4 (244),0x110 (272),0x130 (304),0x134 (308),0x138 (312),0x13C (316),0x140 (320),0x144 (324),0x148 (328),0x14C (332),0x150 (336),0x154 (340),0x158 (344),0x15C (348),0x160 (352),0x164 (356),0x168 (360),0x16C (364),,,,Params right of here are only useful to modders,0xAC (172),0xB0 (176),0xB4 (180),0xB8 (184),0xE4 (228),0xF8 (248),0xFC (252),0x100 (256),0x104 (260),0x108 (264),0x10C (268),0x114 (276),0x118 (280),0x11C (284),0x120 (288),0x124 (292),0x128 (296),0x12C (300),Total Size
Hayataro,400,16,132,90,13,14,13,14,14,0,0,1,0,0,1,0,0,1,1,0,1,1,98,5,100,100,0,0,257,34,3,0,0,0,10,10,0,100,,,,,,,,,,,,,,,,,,Skill_LightningSpeed (693),100,100,100,50,125,50,100,100,100,100,100,100,100,100,2,0,0,3,-3,2,0,0,0,0,1,1,0,400,399,398,FALSE,FALSE,TRUE,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Cleopatra,401,16,114,113,9,11,19,15,16,0,0,1,0,0,1,0,0,1,1,0,1,1,98,5,100,100,0,0,257,34,3,0,0,0,10,10,0,100,,,,,,,,,,,,,,,,,,Skill_Allure (534),100,50,50,50,50,50,125,100,100,100,100,100,100,100,-3,0,2,0,0,3,0,0,2,0,2,2,0,401,400,399,FALSE,FALSE,TRUE,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Cu Chulainn,402,16,132,90,13,14,13,14,14,0,0,1,0,0,1,0,0,1,1,0,1,1,98,5,100,100,0,0,257,34,3,0,0,0,10,10,0,100,,,,,,,,,,,,,,,,,,Skill_SurrogateGuardHound (558),100,100,100,100,50,100,100,100,100,100,100,100,100,100,3,0,0,-2,3,0,-2,0,-2,0,0,0,0,402,401,400,FALSE,FALSE,TRUE,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Jack Frost,403,1,48,55,4,5,4,4,4,0,0,0,0,0,0,0,0,1,1,0,1,1,98,5,100,100,0,0,24,10,1,0,0,0,10,10,0,100,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,403,402,401,TRUE,TRUE,TRUE,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Preta,404,15,115,87,14,12,12,14,13,0,0,1,0,0,1,0,0,1,1,0,1,1,98,5,100,100,0,0,217,33,3,1,0,0,10,10,0,100,,,,,,,,,,Skill_Lunge (157),,,,,,,,Skill_FocusedAssault (656),125,Repel (999),Null (0),Drain (1000),125,125,50,100,100,100,100,100,100,100,0,-3,2,0,-3,-3,3,0,1,0,-1,-1,0,404,403,402,FALSE,FALSE,FALSE,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Turdak,405,16,146,81,21,16,7,13,12,0,0,1,0,0,1,0,0,1,1,0,1,1,98,5,100,100,0,0,514,34,3,2,0,0,10,10,0,100,,,,,,,,,,Skill_Mudo (61),Skill_GramSlice (183),,,,,,,Skill_Helmsman (654),100,50,100,100,125,125,100,100,100,100,100,100,100,100,3,0,0,0,-2,-3,2,0,0,1,0,0,0,405,404,403,FALSE,FALSE,FALSE,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Daemon,406,16,132,90,14,14,14,15,13,0,0,1,0,0,1,0,0,1,1,0,1,1,98,5,100,100,0,0,514,34,3,3,0,0,10,10,0,100,,,,,,,,,,Skill_Agilao (3),,,,,,,,Skill_DarkEnhancer (605),100,50,125,100,100,125,50,100,100,100,100,100,100,125,0,2,-3,0,0,-4,3,0,0,0,0,0,0,406,405,404,FALSE,FALSE,FALSE,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Beelzebub,407,20,971,800,28,20,29,23,24,0,1,0,0,0,1,0,0,1,1,0,1,1,98,5,100,100,0,0,906,41,4,4,0,0,10,10,0,0,,,,,,,,,,,,,,,,,,Skill_Biondetta (554),100,100,100,100,100,100,50,100,100,100,100,100,100,100,0,0,0,4,0,-1,4,0,0,0,0,0,0,407,406,405,FALSE,FALSE,TRUE,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Daemon,408,1,48,55,4,5,4,4,4,0,0,1,0,0,1,0,0,1,1,0,1,1,98,5,100,100,0,0,2,10,1,0,0,0,10,10,0,100,,,,,,,,,,,,,,,,,,Skill_DarkEnhancer (605),100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,408,407,406,TRUE,FALSE,TRUE,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Shohei Yakumo,409,1,53,50,6,5,3,4,4,0,0,0,0,0,1,0,0,1,1,0,1,1,98,5,100,100,0,0,24,10,1,0,0,0,10,10,0,100,,,,,,,,,,,,,,,,,,Skill_TrueAim (645),100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,409,408,407,TRUE,FALSE,TRUE,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Jack Frost,410,1,42,69,3,4,6,5,5,0,0,0,0,0,1,0,0,1,1,0,1,1,98,5,100,100,0,0,24,10,1,0,0,0,10,10,0,100,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,410,409,408,TRUE,TRUE,TRUE,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Anahita,411,41,2599,210,16,38,43,31,32,0,1,0,0,0,1,0,0,1,2,0,1,1,98,5,100,100,0,0,21816,1160,8,0,0,0,10,10,0,100,,,,,,,,,,Skill_Bufula (18),Skill_Hamaon (68),Skill_HellishSpurt (262),Skill_ToxicCloud (86),Skill_Matarunda (129),,,,Skill_GraceUntoService (676),100,125,50,100,100,50,100,100,100,50,100,100,100,50,0,-5,5,0,0,2,0,0,0,2,3,3,0,411,410,409,FALSE,FALSE,FALSE,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Aitvaras,412,11,91,89,9,9,8,15,14,0,0,0,0,0,1,0,0,1,1,0,1,1,98,5,100,100,0,0,98,26,2,0,0,0,10,10,0,100,,,,,,,,,,,,,,,,,,Skill_FireGestalt (647),100,50,125,100,100,100,100,100,50,100,100,100,100,100,1,2,-3,0,0,0,0,0,0,0,-1,-1,0,412,411,410,FALSE,FALSE,TRUE,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Fortuna,413,11,91,89,9,9,8,15,14,0,0,0,0,0,1,0,0,1,1,0,1,1,98,5,100,100,0,0,98,26,2,0,0,0,10,10,0,100,,,,,,,,,,,,,,,,,,Skill_ForceGestalt (650),100,100,125,100,50,100,100,100,100,100,100,100,100,100,0,0,-3,0,3,0,0,0,0,1,2,2,0,413,412,411,FALSE,FALSE,TRUE,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
High Pixie,414,10,80,93,7,8,14,11,11,0,0,0,0,0,1,0,0,1,1,0,1,1,98,5,100,100,0,0,87,24,2,0,0,0,10,10,0,100,,,,,,,,,,,,,,,,,,Skill_ElecGestalt (649),100,100,100,50,100,100,100,100,100,50,100,100,50,100,0,0,5,0,0,0,0,0,0,0,1,1,0,414,413,412,FALSE,FALSE,TRUE,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Kaya-no-Hime,415,11,87,97,6,7,16,12,15,0,0,0,0,0,1,0,0,1,1,0,1,1,98,5,100,100,0,0,98,26,2,0,0,0,10,10,0,100,,,,,,,,,,,,,,,,,,Skill_DemonicMediation (533),100,125,50,100,100,100,100,100,125,100,50,50,100,100,0,-4,2,0,0,0,0,0,-2,2,3,3,0,415,414,413,FALSE,FALSE,TRUE,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Adramelech,416,20,1338,125,16,17,25,17,18,0,1,0,0,0,1,0,0,1,2,0,1,1,98,5,50,50,0,0,453,492,4,0,0,0,10,10,0,0,,,,,,,,,,Skill_HellishBrand (221),Skill_Agilao (3),Skill_Concentrate (143),,,,,,Skill_FireGestalt (647),100,50,125,100,100,100,50,100,100,100,100,100,100,100,1,6,-5,0,0,0,0,0,0,0,0,0,1,416,415,414,FALSE,FALSE,FALSE,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Decarabia,417,18,182,110,13,13,12,22,17,0,1,0,0,0,1,0,0,1,1,0,1,1,98,5,50,50,0,0,347,38,3,0,0,0,10,10,0,100,,,,,,,,,,Skill_Bufu (16),Skill_Tarukaja (118),,,,,,,Skill_KeptWaiting (570),100,50,50,100,125,125,100,100,100,100,100,100,100,100,0,2,2,0,-4,0,0,0,0,1,0,0,0,417,416,415,FALSE,FALSE,FALSE,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Legion,418,18,195,95,15,15,15,15,14,0,1,0,0,0,1,0,0,1,1,0,1,1,98,5,50,50,0,0,347,38,3,0,0,0,10,10,0,100,,,,,,,,,,Skill_Mamudo (64),,,,,,,,Skill_TwilitMelody (596),100,100,100,125,100,125,50,100,100,100,100,100,100,100,0,0,0,-2,0,-3,0,0,3,0,-1,-1,0,418,417,416,FALSE,FALSE,FALSE,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
King Frost,419,20,638,125,11,12,23,17,18,0,1,0,0,0,1,0,0,1,1,0,1,1,98,5,100,100,0,0,453,41,4,0,0,0,10,10,0,0,,,,,,,,,,,,,,,,,,Skill_IceGestalt (648),100,125,50,100,100,50,100,100,100,100,100,100,100,100,0,-6,4,0,0,0,0,0,1,1,0,0,0,419,418,417,FALSE,FALSE,TRUE,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Amon,420,20,659,100,16,16,16,16,16,0,1,0,0,0,1,0,0,1,1,0,1,1,98,5,100,100,0,0,453,41,4,1,0,0,10,10,0,0,,,,,,,,,,Skill_Lunge (157),,,,,,,,Skill_BurningAspiration_PassivePart (681),100,50,125,100,100,100,50,100,100,100,100,100,100,50,2,6,-4,0,0,0,0,3,0,0,0,0,0,420,419,418,FALSE,FALSE,FALSE,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Sukuna-Hikona,421,36,2796,150,30,27,30,30,26,0,1,0,0,0,1,0,0,1,2,0,1,1,98,5,100,100,0,0,15568,940,350,0,0,0,10,10,0,0,,,,,,,,,,Skill_FatalSword (184),Skill_EternalBlizzard (219),Skill_Makajama (93),Skill_Marakunda (135),Skill_HellishMask (474),,,,Skill_NationBuilder (663),100,100,50,125,100,50,50,100,100,100,100,100,100,100,2,0,4,-1,4,0,0,0,3,1,0,0,0,421,420,419,FALSE,FALSE,FALSE,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Idun,422,30,2206,163,15,17,36,29,35,0,1,0,0,0,1,0,0,1,1,0,1,1,98,5,100,100,0,0,9728,710,300,0,0,0,10,10,0,0,,,,,,,,,,Skill_Zanma (48),Skill_MarinKarin (91),,,,,,,Skill_DemonicMediation (533),100,100,100,125,50,50,100,100,100,100,50,100,100,100,0,0,0,0,2,2,-4,1,0,2,4,4,0,422,421,420,FALSE,FALSE,FALSE,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Kaya-no-Hime,423,12,291,99,11,9,20,14,14,0,1,1,0,0,1,0,0,1,1,0,1,1,98,5,120,120,0,0,123,28,2,0,0,0,10,10,0,0,,,,,,,,,,,,,,,,,,Skill_DemonicMediation (533),100,125,50,100,100,100,100,100,125,100,50,50,100,100,0,-4,2,0,0,0,0,0,-2,2,3,3,0,423,422,421,FALSE,FALSE,TRUE,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Lahmu's Tentacle,424,38,800,9999,27,23,27,6,6,1,1,0,1,0,1,1,0,0,1,0,1,1,98,5,100,50,0,0,0,0,0,0,0,0,10,10,0,0,,,,,,,,,,,,,,,,,,Skill_IroncladDefense (576),100,50,100,100,125,125,Null (0),100,Null (0),Null (0),Null (0),Null (0),Null (0),Null (0),0,0,0,0,0,0,0,0,0,0,0,0,0,424,423,422,FALSE,FALSE,TRUE,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Jack Frost,425,1,42,9999,3,4,6,5,5,0,0,1,0,0,1,0,0,1,1,0,1,1,98,5,100,100,0,0,24,10,0,0,0,0,10,10,0,100,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,425,424,423,TRUE,TRUE,TRUE,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Jack Frost,426,9,377,90,4,8,13,13,10,0,0,0,0,0,1,0,0,1,1,0,1,1,98,5,100,100,0,0,74,23,1,0,0,0,10,10,0,100,,,,,,,,,,Skill_Dia2 (103),Skill_Patra (107),,,,,,,,100,100,100,50,100,100,125,100,100,125,100,100,100,100,0,0,0,1,0,0,0,0,-1,1,1,1,0,426,425,424,FALSE,TRUE,FALSE,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Idun,427,30,356,163,13,16,31,23,23,0,1,0,0,0,1,0,0,1,1,0,1,1,98,5,80,80,0,0,0,0,6,0,0,0,10,10,0,0,,,,,,,,,,Skill_DreamNeedle (207),Skill_Bufula (18),,,,,,,Skill_DemonicMediation (533),100,125,50,100,100,50,100,100,100,100,50,100,100,100,0,0,2,0,0,2,-4,1,0,2,4,4,0,427,426,425,FALSE,FALSE,FALSE,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Idun,428,30,356,163,14,15,31,22,24,0,1,0,0,0,1,0,0,1,1,0,1,1,98,5,80,80,0,0,0,0,6,0,0,0,10,10,0,0,,,,,,,,,,Skill_BlindingStrike (174),Skill_Zionga (33),,,,,,,Skill_DemonicMediation (533),100,100,100,50,125,50,100,100,100,100,50,100,100,100,0,0,0,2,0,2,-4,1,0,2,4,4,0,428,427,426,FALSE,FALSE,FALSE,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Jack Frost,429,1,57,47,5,6,4,3,4,0,0,0,0,0,0,0,0,1,1,0,1,1,98,5,100,100,0,0,24,10,1,0,0,0,10,10,0,100,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,429,428,427,TRUE,TRUE,TRUE,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Daemon,430,3,70,9999,7,4,6,2,2,0,1,0,1,0,1,0,0,1,1,0,1,1,98,5,80,100,0,0,77,75,1,3,0,0,10,10,0,100,,,,,,,,,,,,,,,,,,Skill_DarkEnhancer (605),100,50,100,125,100,125,Null (0),100,100,100,100,100,100,100,2,2,0,0,0,-4,2,0,0,0,0,0,0,430,429,428,FALSE,FALSE,TRUE,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Preta,431,1,15,9999,2,3,3,3,2,0,1,0,1,0,1,0,0,1,1,0,1,1,98,5,100,100,0,0,64,10,1,55,0,0,10,10,0,100,,,,,,,,,,,,,,,,,,Skill_FocusedAssault (656),100,125,100,100,125,125,50,100,100,100,100,100,100,100,1,0,1,0,0,-3,3,0,0,0,-1,-1,0,431,430,429,TRUE,FALSE,TRUE,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Hydra,432,15,1550,9999,21,16,15,7,12,1,1,0,1,0,1,0,0,2,1,0,1,1,98,5,80,150,0,0,803,825,0,48,0,0,10,10,0,0,4 (Bead),100,,,,,,,,Skill_Frenzy (283),Skill_ToxicBreath (315),Skill_FireBreath (14),,,,,,Skill_PerniciousVenom (585),100,Null (0),125,100,100,100,100,100,Null (0),20,20,100,20,20,3,3,-4,0,0,0,0,0,2,0,-1,-1,0,432,431,430,FALSE,FALSE,FALSE,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Eligor,433,20,750,9999,23,18,12,12,11,1,1,0,1,0,1,0,0,1,1,0,1,1,98,5,100,100,0,0,1087,1025,0,83,0,0,10,10,0,10,113 (New Testament Tablet),100,,23 (Fire Gem),100,,,,,Skill_GramSlice (183),Skill_Maragi (9),,,,,,,Skill_PhysGestalt (646),100,Null (0),100,125,100,100,50,100,40,40,40,40,40,40,3,2,0,-3,0,0,0,0,0,1,0,0,0,433,432,431,FALSE,FALSE,FALSE,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Andras,434,19,400,9999,15,14,13,14,13,1,1,0,1,0,1,0,0,1,1,0,1,1,98,5,100,100,0,0,358,1000,0,84,0,0,10,10,0,10,,,,,,,,,,Skill_Zan (46),Skill_Sukukaja (122),,,,,,,Skill_CatastrophicGales (672),100,100,Null (0),125,100,125,100,100,100,100,50,100,100,100,0,0,0,0,2,-2,0,0,1,2,0,0,0,434,433,432,FALSE,FALSE,FALSE,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Nuwa,435,22,5900,9999,16,14,31,16,14,1,1,0,1,0,1,0,0,2,1,0,1,1,98,5,80,100,0,0,3105,0,4,49,0,0,10,10,0,0,,,,,,,,,,Skill_SacrificeofClay (273),Skill_Zanma (48),Skill_Mazio (39),,,,,,Skill_NineDayRestoration (552),100,125,100,Null (0),Repel (999),100,Null (0),100,20,20,Null (0),20,20,20,0,-6,2,3,7,-3,-3,0,0,0,3,3,0,435,434,433,FALSE,FALSE,FALSE,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Daemon,436,19,152,9999,18,16,19,17,14,0,1,0,1,0,1,0,0,1,1,0,1,1,98,5,100,70,0,0,398,40,3,55,0,0,10,10,0,100,,,,,,,,,,,,,,,,,,Skill_DarkEnhancer (605),100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,436,435,434,FALSE,FALSE,TRUE,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Naga Raja,437,24,208,9999,26,17,19,23,12,0,1,0,1,0,1,0,0,1,1,0,1,1,98,5,90,100,0,0,713,51,4,55,0,0,10,10,0,100,,,,,,,,,,,,,,,,,,Skill_ThunderousMelody (593),100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,437,436,435,FALSE,FALSE,TRUE,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Naga,438,21,184,9999,23,21,12,18,13,0,1,0,1,0,1,0,0,1,1,0,1,1,98,5,100,100,0,0,512,44,4,55,0,0,10,10,0,100,,,,,,,,,,,,,,,,,,Skill_CarpetBolting (671),100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,438,437,436,FALSE,FALSE,TRUE,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Anzu,439,20,184,9999,19,18,12,16,12,0,1,0,1,0,1,0,0,1,1,0,1,1,98,5,70,70,0,0,272,41,4,55,0,0,10,10,0,100,1 (Life Stone),20,,,,,,,,Skill_BouncingClaw (195),,,,,,,,Skill_TabletofDestinies (692),100,100,100,Null (0),125,100,100,100,100,100,100,125,50,Null (0),3,0,0,2,-4,0,0,0,0,1,0,0,0,439,438,437,FALSE,FALSE,FALSE,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Lamia,440,19,151,9999,10,12,18,17,17,0,1,0,1,0,1,0,0,1,1,0,1,1,98,5,90,70,0,0,239,40,3,55,0,0,10,10,0,100,10 (Amrita Shower),20,,,,,,,,Skill_Mazio (39),Skill_LifeDrain (79),,,,,,,Skill_BurdenofTalent (589),100,100,125,Null (0),100,100,100,100,50,100,100,100,100,125,0,0,-3,3,0,-2,2,0,3,0,-1,-1,0,440,439,438,FALSE,FALSE,FALSE,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Lahmu,441,23,700,9999,18,18,18,18,17,1,1,0,1,0,1,0,0,1,1,0,1,1,98,5,100,360,0,0,578,0,4,66,0,0,10,10,0,0,,,,,,,,,,Skill_Mudo (61),,,,,,,,Skill_DivineDecree (586),100,50,100,100,125,125,Null (0),100,Null (0),Null (0),Null (0),Null (0),Null (0),Null (0),2,2,0,0,-4,0,3,0,3,0,0,0,0,441,440,439,FALSE,FALSE,FALSE,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Aitvaras,442,17,127,9999,12,13,11,17,17,0,1,0,1,0,1,0,0,1,1,0,1,1,98,5,100,70,0,0,210,36,3,55,0,0,10,10,0,100,1 (Life Stone),20,,7 (Revival Bead),10,,,,,Skill_MirageShot (254),Skill_Lunge (157),,,,,,,Skill_FireGestalt (647),100,Null (0),125,100,100,100,100,100,50,100,100,100,100,100,0,3,-3,0,0,0,0,0,1,1,0,0,0,442,441,440,FALSE,FALSE,FALSE,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Andras,443,18,132,9999,15,13,13,20,17,0,1,0,1,0,1,0,0,1,1,0,1,1,98,5,80,440,0,0,243,38,0,55,0,0,10,10,0,100,1 (Life Stone),20,,,,,,,,Skill_Poisma (85),Skill_Sukukaja (122),,,,,,,Skill_CatastrophicGales (672),100,100,Null (0),125,100,125,100,100,100,100,50,100,100,100,0,0,0,0,2,-2,0,0,1,2,0,0,0,443,442,441,FALSE,FALSE,FALSE,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Rakshasa,444,20,174,9999,19,18,12,15,14,0,1,0,1,0,1,0,0,1,1,0,1,1,98,5,100,360,0,0,272,41,0,55,0,0,10,10,0,100,1 (Life Stone),20,,,,,,,,Skill_VenomChaser (202),Skill_Counter_PassivePart (434),,,,,,,Skill_Helmsman (654),100,100,125,100,100,50,50,100,100,100,100,125,100,100,2,0,0,0,0,0,0,0,0,1,-1,-1,0,444,443,442,FALSE,FALSE,FALSE,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Incubus,445,20,159,9999,16,16,13,18,16,0,1,0,1,0,1,0,0,1,1,0,1,1,98,5,100,100,0,0,272,41,4,55,0,0,10,10,0,100,1 (Life Stone),20,,9 (Amrita Soda),20,,,,,Skill_DreamNeedle (207),Skill_LifeDrain (79),,,,,,,Skill_UnendingNightmare (662),100,100,100,125,50,100,100,100,100,100,Null (0),50,100,100,0,0,0,-4,1,0,0,0,5,-2,0,0,0,445,444,443,FALSE,FALSE,FALSE,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Oni,446,21,300,9999,8,20,10,7,9,0,1,0,1,0,1,0,0,2,1,0,1,1,98,5,90,100,0,0,563,132,4,55,0,0,10,10,0,100,1 (Life Stone),20,,,,,,,,Skill_HeavyBlow (165),Skill_CrusherOnslaught (213),,,,,,,Skill_Trickery (630),50,100,100,125,100,125,100,100,100,125,100,125,100,100,3,0,0,-2,0,0,0,0,0,0,-1,-1,0,446,445,444,FALSE,FALSE,FALSE,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Manananggal,447,22,150,9999,12,14,21,17,19,0,1,0,1,0,1,0,0,1,1,0,1,1,98,5,100,100,0,0,345,46,4,55,0,0,10,10,0,100,2 (Chakra Drop),100,,,,,,,,Skill_SanguineDrain (271),Skill_Zanma (48),,,,,,,Skill_TwilitMelody (596),100,100,100,100,100,125,Null (0),100,100,100,50,100,100,50,0,0,0,0,2,-2,3,0,2,0,0,0,0,447,446,445,FALSE,FALSE,FALSE,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Shiki-Ouji,448,22,170,9999,11,17,18,19,18,0,1,0,1,0,1,0,0,1,1,0,1,1,98,5,100,100,0,0,345,46,4,55,0,0,10,10,0,100,1 (Life Stone),20,,27 (Light Gem),10,,,,,Skill_Hama (67),Skill_Mudo (61),,,,,,,Skill_WardOffEvil (610),50,125,100,100,125,50,50,100,100,125,100,100,100,100,0,-5,0,0,0,2,2,0,1,0,0,0,0,448,447,446,FALSE,FALSE,FALSE,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Tsuchigumo,449,18,254,9999,7,22,6,10,13,0,1,0,1,0,1,0,0,2,1,0,1,1,98,5,100,100,0,0,486,38,3,55,0,0,10,10,0,100,7 (Revival Bead),100,,,,,,,,Skill_BouncingClaw (195),Skill_Mazio (39),,,,,,,Skill_Forager (532),100,100,125,50,100,100,100,100,50,100,125,100,100,100,1,0,0,2,0,0,0,0,0,1,-2,-2,0,449,448,447,FALSE,FALSE,FALSE,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Loup-garou,450,28,3600,9999,30,23,30,21,17,1,1,0,1,0,1,0,0,2,1,0,1,1,98,5,100,100,0,0,4916,2275,5,6,0,0,10,10,0,0,25 (Elec Gem),100,,25 (Elec Gem),100,,,,,Skill_SouffleDclair (251),Skill_FangBreaker (171),Skill_DamascusClaw (196),Skill_AxelClaw (199),Skill_CriticalAura (144),,,,Skill_CarpetBolting (671),100,50,125,Null (0),100,125,100,100,20,20,20,20,20,20,3,2,0,2,0,-4,0,0,0,0,0,0,0,450,449,448,FALSE,FALSE,FALSE,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Fionn mac Cumhaill,451,32,4100,9999,36,25,36,25,23,1,1,0,1,0,1,0,0,2,1,0,1,1,98,5,100,100,0,0,7420,0,6,7,0,0,10,10,0,0,,,,,,,,,,Skill_MacanLuin (227),Skill_DarkSword (188),Skill_PierceArmor (173),Skill_Bufula (18),Skill_Maragion (10),Skill_Tarukaja (118),,,Skill_HealingHand (665),100,Null (0),100,125,100,Null (0),100,100,20,20,20,Null (0),Null (0),20,5,4,3,-6,0,0,0,0,0,0,0,0,0,451,450,449,FALSE,FALSE,FALSE,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Lahmu,452,38,350,9999,22,28,27,26,26,1,1,0,1,0,1,2,0,2,1,0,1,1,98,5,100,100,0,0,5378,2060,7,67,0,0,10,10,0,0,,,,,,,,,,Skill_BabylonCurse (289),Skill_Bufula (18),Skill_Zionga (33),Skill_Mudo (61),Skill_Charge2 (288),,,,Skill_DivineDecree (586),100,50,50,100,125,125,Null (0),100,Null (0),Null (0),Null (0),Null (0),Null (0),Null (0),2,2,3,0,-4,0,3,0,3,0,0,0,0,452,451,450,FALSE,FALSE,FALSE,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
